Year	Round	raceId	Driver	driverId	LapTime_sec	best_s1_sec	best_s2_sec	best_s3_sec	FastestPracticeLap_sec	SpeedI1_mph	SpeedI2_mph	SpeedFL_mph	SpeedST_mph	best_theory_lap_sec	Session
2018	1	977.0	ALO	fernando-alonso	85.2	28.165	23.068	33.847	85.2		179.576219		145.400814	85.08	FP2
2018	1	977.0	BOT	valtteri-bottas	84.159	27.725	22.933	33.498	84.159	172.119767	179.576219	182.061703	192.62501	84.156	FP2
2018	1	977.0	ERI	marcus-ericsson	86.814	28.432	23.478	34.873	86.814	172.741138	181.440332	182.061703	193.867752	86.783	FP2
2018	1	977.0	GAS	pierre-gasly	85.945	28.142	23.117	34.373	85.945	172.119767	180.19759	180.19759	192.62501	85.632	FP2
2018	1	977.0	GRO	romain-grosjean	84.648	28.004	23.063	33.581	84.648	173.98388	179.576219	182.683074	193.246381	84.648	FP2
2018	1	977.0	HAM	lewis-hamilton	83.931	27.595	22.946	33.39	83.931	172.741138	178.954848	181.440332	193.867752	83.931	FP2
2018	1	977.0	HAR	brendon-hartley	85.925	28.164	23.148	34.454	85.925	172.119767	179.576219	181.440332	191.382268	85.766	FP2
2018	1	977.0	HUL	nico-hulkenberg	85.471	28.471	23.218	34.013	85.471			185.168558		85.702	FP2
2018	1	977.0	LEC	charles-leclerc	86.815	28.648	23.232	34.863	86.815	170.877025	180.818961	182.061703		86.743	FP2
2018	1	977.0	MAG	kevin-magnussen	85.246	28.077	23.165	34.004	85.246	175.226622	181.440332	179.576219	192.003639	85.246	FP2
2018	1	977.0	OCO	esteban-ocon	85.888	28.354	23.36	34.128	85.888	174.605251	180.19759	181.440332	194.489123	85.842	FP2
2018	1	977.0	PER	sergio-perez	85.413	28.075	23.136	34.202	85.413	174.605251	183.30444500000002	182.683074	194.489123	85.413	FP2
2018	1	977.0	RAI	kimi-raikkonen	84.214	27.789	22.745	33.68	84.214	172.741138	179.576219	185.168558	193.867752	84.214	FP2
2018	1	977.0	RIC	daniel-ricciardo	84.721	27.845	22.902	33.559	84.721	171.498396	179.576219	180.19759	188.896784	84.306	FP2
2018	1	977.0	SAI	carlos-sainz-jr	85.39	27.903	23.179	33.981	85.39	172.119767	180.19759	181.440332	190.139526	85.063	FP2
2018	1	977.0	SIR	sergey-sirotkin	85.974	28.251	23.337	34.308	85.974	172.119767	177.712106	180.818961	190.139526	85.896	FP2
2018	1	977.0	STR	lance-stroll	85.543	28.178	23.083	34.235	85.543	172.119767	178.333477	177.712106	189.518155	85.496	FP2
2018	1	977.0	VAN	stoffel-vandoorne	85.285	28.123	23.19	33.908	85.285	170.877025	177.090735	178.333477	187.654042	85.221	FP2
2018	1	977.0	VER	max-verstappen	84.058	27.906	22.782	33.37	84.058	171.498396	180.818961	181.440332	188.27541300000001	84.058	FP2
2018	1	977.0	VET	sebastian-vettel	84.46	27.853	22.837	33.671	84.46		178.954848	183.925816		84.361	FP2
2018	2	978.0	ALO	fernando-alonso	91.282	29.133	39.391	22.758	91.282	152.235895	164.041944	173.98388	190.760897	91.282	FP2
2018	2	978.0	BOT	valtteri-bottas	90.38	28.849	38.996	22.535	90.38	152.857266	165.906057	177.712106	195.110494	90.38	FP2
2018	2	978.0	ERI	marcus-ericsson	92.733	29.555	40.043	22.993	91.859	151.614524	165.284686	178.954848	195.110494	92.591	FP2
2018	2	978.0	GAS	pierre-gasly	91.232	29.07	39.236	22.676	91.232	150.371782	164.663315	175.226622	196.353236	90.982	FP2
2018	2	978.0	GRO	romain-grosjean	91.591	29.019	39.324	23.038	91.513	151.614524	166.52742800000001	174.605251	195.110494	91.381	FP2
2018	2	978.0	HAM	lewis-hamilton	90.472	28.746	38.915	22.757	90.472	151.614524	165.906057	182.061703	193.867752	90.418	FP2
2018	2	978.0	HAR	brendon-hartley	92.908	29.169	40.493	23.04	91.46	149.750411	164.663315	176.469364	195.731865	92.702	FP2
2018	2	978.0	HUL	nico-hulkenberg	91.22	28.974	39.368	22.878	91.144	152.857266	164.041944	177.090735	193.867752	91.22	FP2
2018	2	978.0	LEC	charles-leclerc	92.372	29.259	40.107	23.006	92.047	149.750411	165.906057	179.576219	194.489123	92.372	FP2
2018	2	978.0	MAG	kevin-magnussen	91.969	29.083	39.875	22.959	91.737	152.235895	165.906057	174.605251	198.217349	91.917	FP2
2018	2	978.0	OCO	esteban-ocon	91.809	29.095	39.688	23.026	91.554	150.993153	164.663315	177.712106	196.353236	91.809	FP2
2018	2	978.0	PER	sergio-perez	91.868	29.274	39.559	23.035	91.564	150.371782	163.420573	177.712106	195.731865	91.868	FP2
2018	2	978.0	RAI	kimi-raikkonen	89.817	28.491	38.729	22.575	89.817	154.100008	164.663315	178.954848	195.110494	89.795	FP2
2018	2	978.0	RIC	daniel-ricciardo	90.751	29.012	39.078	22.654	90.452	151.614524	164.041944	180.818961	193.867752	90.744	FP2
2018	2	978.0	SAI	carlos-sainz-jr	91.601	29.194	39.541	22.866	91.2	151.614524	164.041944	177.090735	195.110494	91.601	FP2
2018	2	978.0	SIR	sergey-sirotkin	92.474	29.466	39.949	23.059	92.463	152.235895	165.284686	177.090735	194.489123	92.474	FP2
2018	2	978.0	STR	lance-stroll	92.382	29.314	39.868	23.2	92.382	152.235895	164.663315	178.333477	195.731865	92.382	FP2
2018	2	978.0	VAN	stoffel-vandoorne	91.422	29.253	39.249	22.815	91.422	150.371782	163.420573	172.741138	190.760897	91.317	FP2
2018	2	978.0	VER	max-verstappen	90.745	29.122	38.988	22.635	90.393	149.12904	163.420573	175.226622	189.518155	90.745	FP2
2018	2	978.0	VET	sebastian-vettel	89.828	28.616	38.691	22.485	89.828	154.721379	165.906057	180.19759	198.217349	89.792	FP2
2018	3	979.0	ALO	fernando-alonso	94.632	24.851	27.939	41.842	94.632	173.362509	170.877025	159.692347	193.246381	94.632	FP2
2018	3	979.0	BOT	valtteri-bottas	93.515	24.412	27.688	41.415	93.515	173.98388	170.877025	164.041944	192.62501	93.515	FP2
2018	3	979.0	ERI	marcus-ericsson	95.624	24.912	28.25	42.398	95.624	175.226622	170.255654	162.799202	193.867752	95.56	FP2
2018	3	979.0	GAS	pierre-gasly	94.849	24.848	27.956	42.045	94.849	172.119767	169.012912	162.799202	193.246381	94.849	FP2
2018	3	979.0	GRO	romain-grosjean	96.471	24.606	28.012	42.355	95.718	172.119767	168.391541	162.177831	193.867752	94.973	FP2
2018	3	979.0	HAM	lewis-hamilton	93.482	24.331	27.47	41.604	93.482	173.362509	170.255654	164.041944	192.62501	93.405	FP2
2018	3	979.0	HAR	brendon-hartley	95.333	24.852	28.243	42.238	94.991	172.119767	169.012912	162.177831	194.489123	95.333	FP2
2018	3	979.0	HUL	nico-hulkenberg	94.313	24.752	27.871	41.69	94.313	171.498396	169.012912	162.177831	192.62501	94.313	FP2
2018	3	979.0	LEC	charles-leclerc	95.916	25.073	28.278	42.565	95.497	175.226622	170.877025	164.041944	194.489123	95.916	FP2
2018	3	979.0	MAG	kevin-magnussen	94.458	24.639	27.876	41.943	94.329	173.98388	170.255654	162.799202	193.867752	94.458	FP2
2018	3	979.0	OCO	esteban-ocon	94.874	24.607	27.965	42.302	94.456	173.98388	169.634283	163.420573	192.62501	94.874	FP2
2018	3	979.0	PER	sergio-perez	94.792	24.706	28.033	42.053	94.445	173.98388	169.634283	163.420573	193.867752	94.792	FP2
2018	3	979.0	RAI	kimi-raikkonen	93.489	24.223	27.595	41.54	93.469	175.226622	171.498396	165.284686	192.62501	93.358	FP2
2018	3	979.0	RIC	daniel-ricciardo	94.557	24.57	27.919	41.88	94.537	172.741138	169.012912	160.313718	190.139526	94.369	FP2
2018	3	979.0	SAI	carlos-sainz-jr	94.473	24.676	28.017	41.78	94.473	173.98388	169.634283	163.420573	193.246381	94.473	FP2
2018	3	979.0	SIR	sergey-sirotkin	95.34	24.909	28.136	42.295	94.741	173.362509	169.012912	162.177831	190.139526	95.34	FP2
2018	3	979.0	STR	lance-stroll	97.147	25.0	28.677	42.974	95.375	173.98388	168.391541	162.177831	191.382268	96.651	FP2
2018	3	979.0	VAN	stoffel-vandoorne	95.163	24.703	28.176	42.274	94.977	172.741138	169.634283	159.692347	188.896784	95.153	FP2
2018	3	979.0	VER	max-verstappen	93.823	24.303	27.703	41.817	93.823	172.741138	168.391541	163.420573	190.760897	93.823	FP2
2018	3	979.0	VET	sebastian-vettel	93.59	24.321	27.562	41.707	93.018	175.226622	171.498396	164.663315	193.867752	93.59	FP2
2018	4	980.0	ALO	fernando-alonso	103.7	36.409	42.045	25.246	103.7	139.80847500000002	141.051217	204.431059	195.731865	103.7	FP2
2018	4	980.0	BOT	valtteri-bottas	103.57	36.49	41.814	25.266	103.569	131.109281	140.429846	205.05243000000002	193.867752	103.57	FP2
2018	4	980.0	ERI	marcus-ericsson	106.042	37.359	43.095	25.316	105.91	126.138313	139.187104	201.324204	191.382268	105.77	FP2
2018	4	980.0	GAS	pierre-gasly	104.712	36.53	42.177	25.408	104.712	135.458878	144.77944300000001	203.188317	191.382268	104.115	FP2
2018	4	980.0	GRO	romain-grosjean	104.425	36.479	42.121	25.259	104.425	134.837507	146.643556	203.188317	192.003639	103.859	FP2
2018	4	980.0	HAM	lewis-hamilton	103.603	36.032	41.964	25.251	103.452	140.429846	146.022185	205.05243000000002	194.489123	103.247	FP2
2018	4	980.0	HAR	brendon-hartley	105.051	36.674	42.488	25.416	105.051	134.837507	139.80847500000002	201.945575	190.139526	104.578	FP2
2018	4	980.0	HUL	nico-hulkenberg	104.091	36.657	42.248	24.841	104.091	129.245168	139.187104	206.295172	196.353236	103.746	FP2
2018	4	980.0	LEC	charles-leclerc	104.94	36.619	42.615	25.204	104.94	137.944362	147.886298	201.945575	190.760897	104.438	FP2
2018	4	980.0	MAG	kevin-magnussen	103.977	36.474	41.784	25.2	103.958	136.70162	149.750411	201.945575	191.382268	103.458	FP2
2018	4	980.0	OCO	esteban-ocon	103.814	36.598	42.143	25.073	103.814	130.48791	134.837507	203.188317	200.702833	103.814	FP2
2018	4	980.0	PER	sergio-perez	104.142	36.536	42.204	25.111	103.936	134.837507	142.91533	203.188317	195.110494	103.851	FP2
2018	4	980.0	RAI	kimi-raikkonen	102.864	36.312	41.595	24.951	102.864	139.187104	146.643556	211.26614	196.353236	102.858	FP2
2018	4	980.0	RIC	daniel-ricciardo	102.795	36.311	41.33	24.841	102.795	133.594765	141.672588	202.566946	195.110494	102.482	FP2
2018	4	980.0	SAI	carlos-sainz-jr	103.834	36.553	42.12	25.161	103.834	130.48791	131.109281	206.295172	196.353236	103.834	FP2
2018	4	980.0	SIR	sergey-sirotkin	105.007	36.588	42.559	25.457	104.534	139.187104	149.750411	199.460091	188.27541300000001	104.604	FP2
2018	4	980.0	STR	lance-stroll	104.459	36.682	42.096	25.659	104.123	134.837507	144.77944300000001	198.83872	190.139526	104.437	FP2
2018	4	980.0	VAN	stoffel-vandoorne	105.288	36.623	42.608	25.634	105.288	133.594765	140.429846	200.702833	190.760897	104.865	FP2
2018	4	980.0	VER	max-verstappen	102.911	36.118	41.521	24.9	102.911	133.594765	142.293959	202.566946	195.110494	102.539	FP2
2018	4	980.0	VET	sebastian-vettel	104.127	36.328	42.112	25.365	103.091	131.730652	141.672588	197.595978	192.62501	103.805	FP2
2018	5	981.0	ALO	fernando-alonso	80.035	22.266	29.787	27.722	78.847	175.847993	183.30444500000002	170.255654	188.27541300000001	79.775	FP2
2018	5	981.0	BOT	valtteri-bottas	78.611	22.027	29.125	27.088	77.294	174.605251	183.30444500000002	175.847993	193.867752	78.24	FP2
2018	5	981.0	ERI	marcus-ericsson	80.501	22.27	30.125	27.956	79.744	178.954848	182.683074	177.090735	196.974607	80.351	FP2
2018	5	981.0	GAS	pierre-gasly	80.373	22.518	29.938	27.681	78.886	175.226622	182.061703	172.119767	192.003639	80.137	FP2
2018	5	981.0	GRO	romain-grosjean	79.579	22.148	29.451	27.978	78.706	179.576219	182.683074	176.469364	194.489123	79.577	FP2
2018	5	981.0	HAM	lewis-hamilton	78.259	22.001	29.141	27.117	77.281	180.19759	182.061703	175.847993	195.731865	78.259	FP2
2018	5	981.0	HAR	brendon-hartley	81.265	22.601	30.501	27.868	79.428	170.877025	180.818961	172.119767	193.246381	80.97	FP2
2018	5	981.0	HUL	nico-hulkenberg	80.183	22.339	30.022	27.764	78.905	177.090735	181.440332	175.226622	193.867752	80.125	FP2
2018	5	981.0	KUB	robert-kubica	81.51	22.723	30.562	28.225	81.51	175.847993	180.818961	172.119767	193.246381	81.51	FP1
2018	5	981.0	LEC	charles-leclerc	80.514	22.403	30.131	27.846	79.292	175.847993	176.469364	176.469364	196.353236	80.38	FP2
2018	5	981.0	MAG	kevin-magnussen	79.643	22.303	29.538	27.686	78.357	180.19759	188.27541300000001	172.119767		79.527	FP2
2018	5	981.0	OCO	esteban-ocon	80.024	22.236	30.121	27.667	79.121	173.98388	182.061703	177.090735	198.83872	80.024	FP2
2018	5	981.0	PER	sergio-perez	79.962	22.358	30.0	27.573	79.376	173.362509	183.30444500000002	174.605251	195.110494	79.931	FP2
2018	5	981.0	RAI	kimi-raikkonen	78.829	22.069	29.26	27.272	77.581	177.090735	180.818961	173.98388	192.003639	78.601	FP2
2018	5	981.0	RIC	daniel-ricciardo	78.392	22.246	29.235	26.911	77.981	174.605251	178.333477	174.605251	191.382268	78.392	FP2
2018	5	981.0	SAI	carlos-sainz-jr	80.672	22.383	30.111	27.921	78.783		178.333477	170.877025	189.518155	80.415	FP2
2018	5	981.0	SIR	sergey-sirotkin	82.06	22.66	30.544	28.478	79.909	173.98388	177.712106	173.98388	192.62501	81.682	FP2
2018	5	981.0	STR	lance-stroll	81.556	22.652	30.6	28.205	79.9	173.98388	180.818961	173.362509	192.62501	81.457	FP2
2018	5	981.0	VAN	stoffel-vandoorne	79.722	22.289	29.674	27.583	79.236	176.469364	179.576219	173.98388	192.003639	79.546	FP2
2018	5	981.0	VER	max-verstappen	78.533	22.163	29.156	27.18	78.533	177.712106	181.440332	172.741138	190.760897	78.499	FP2
2018	5	981.0	VET	sebastian-vettel	78.585	22.051	29.386	27.044	77.55	178.954848	187.032671	177.090735	194.489123	78.481	FP2
2018	6	982.0	ALO	fernando-alonso	73.115	19.08	34.473	19.448	73.115	138.565733	122.410087	164.041944	172.119767	73.001	FP2
2018	6	982.0	BOT	valtteri-bottas	72.642	19.082	33.968	19.381	72.356	137.322991	126.138313	167.148799	173.98388	72.431	FP2
2018	6	982.0	ERI	marcus-ericsson	74.173	19.689	34.627	19.724	74.173	132.973394	121.78871600000001	167.148799	174.605251	74.04	FP2
2018	6	982.0	GAS	pierre-gasly	73.41	19.25	34.448	19.534	72.761	133.594765	123.031458	162.177831	170.255654	73.232	FP2
2018	6	982.0	GRO	romain-grosjean	73.763	19.635	34.488	19.475	73.763	134.837507	124.895571	165.284686	173.98388	73.598	FP2
2018	6	982.0	HAM	lewis-hamilton	72.536	19.03	33.787	19.608	72.273	136.70162	125.516942	168.391541	174.605251	72.425	FP2
2018	6	982.0	HAR	brendon-hartley	73.222	19.257	34.414	19.475	72.752	135.458878	121.167345	165.284686	174.605251	73.146	FP2
2018	6	982.0	HUL	nico-hulkenberg	73.047	19.456	34.287	19.304	73.047	129.866539	125.516942	165.284686	175.226622	73.047	FP2
2018	6	982.0	LEC	charles-leclerc	73.575	19.433	34.56	19.582	73.575	132.352023	121.78871600000001	165.284686	174.605251	73.575	FP2
2018	6	982.0	MAG	kevin-magnussen	73.572	19.509	34.4	19.536	73.572	135.458878	122.410087	161.55646000000002	174.605251	73.445	FP2
2018	6	982.0	OCO	esteban-ocon	73.382	19.331	34.265	19.567	72.94	135.458878	123.652829	166.52742800000001	174.605251	73.163	FP2
2018	6	982.0	PER	sergio-perez	73.37	19.408	34.422	19.492	73.025	135.458878	123.652829	166.52742800000001	174.605251	73.322	FP2
2018	6	982.0	RAI	kimi-raikkonen	72.543	19.096	34.065	19.305	72.142	136.70162	127.381055	167.148799	175.226622	72.466	FP2
2018	6	982.0	RIC	daniel-ricciardo	71.841	18.988	33.692	19.055	71.786	134.837507	127.381055	163.420573	174.605251	71.735	FP2
2018	6	982.0	SAI	carlos-sainz-jr	73.2	19.245	34.364	19.591	72.85	133.594765	127.381055	165.284686	174.605251	73.2	FP2
2018	6	982.0	SIR	sergey-sirotkin	73.547	19.32	34.428	19.583	72.854	135.458878	124.27420000000001	165.284686	173.98388	73.331	FP2
2018	6	982.0	STR	lance-stroll	74.011	19.396	34.555	20.051	73.595	133.594765	119.924603	167.148799	175.226622	74.002	FP2
2018	6	982.0	VAN	stoffel-vandoorne	73.077	19.16	34.524	19.38	72.874	137.944362	124.27420000000001	164.663315	173.362509	73.064	FP2
2018	6	982.0	VER	max-verstappen	72.035	18.896	33.759	19.11	71.787	137.944362	128.002426	163.420573	174.605251	71.765	FP2
2018	6	982.0	VET	sebastian-vettel	72.413	19.059	33.95	19.334	72.023	137.322991	127.381055	168.391541	176.469364	72.343	FP2
2018	7	983.0	ALO	fernando-alonso	73.866	20.292	23.738	29.817	73.225	159.070976	172.119767	174.605251	194.489123	73.847	FP2
2018	7	983.0	BOT	valtteri-bottas	73.061	20.141	23.421	29.426	72.255	160.313718	173.98388	180.818961	195.110494	72.988	FP2
2018	7	983.0	ERI	marcus-ericsson	74.108	20.578	23.838	29.66	73.925	160.935089	175.226622	180.19759	197.595978	74.076	FP2
2018	7	983.0	GAS	pierre-gasly	74.486	20.35	23.797	29.904	73.334	157.828234	172.741138	177.712106	195.731865	74.051	FP2
2018	7	983.0	GRO	romain-grosjean	73.62	20.336	23.569	29.629	73.014	159.070976	173.362509	178.333477	195.731865	73.534	FP2
2018	7	983.0	HAM	lewis-hamilton	72.777	19.986	23.214	29.454	71.706	160.313718	175.226622	180.19759	196.353236	72.654	FP2
2018	7	983.0	HAR	brendon-hartley	73.889	20.434	23.74	29.698	73.076	158.449605	175.847993	179.576219	198.217349	73.872	FP2
2018	7	983.0	HUL	nico-hulkenberg	73.967	20.57	23.91	29.452	72.946	159.692347	177.090735	182.061703	198.83872	73.932	FP2
2018	7	983.0	LAT	nicholas-latifi	77.145	21.504	24.759	30.747	77.145	157.206863	173.362509	178.954848	198.83872	77.01	FP1
2018	7	983.0	LEC	charles-leclerc	73.884	20.449	23.734	29.701	73.452	158.449605	175.226622	178.333477	196.353236	73.884	FP2
2018	7	983.0	MAG	kevin-magnussen	73.956	20.474	23.717	29.655	73.488	159.070976	173.362509	178.954848	196.353236	73.846	FP2
2018	7	983.0	OCO	esteban-ocon	73.747	20.439	23.711	29.528	73.064	160.935089	176.469364	182.061703	199.460091	73.678	FP2
2018	7	983.0	PER	sergio-perez	73.754	20.356	23.606	29.792	72.903	160.313718	174.605251	181.440332	198.83872	73.754	FP2
2018	7	983.0	RAI	kimi-raikkonen	72.328	20.005	23.17	29.153	71.65	162.799202	177.712106	183.30444500000002	200.08146200000002	72.328	FP2
2018	7	983.0	RIC	daniel-ricciardo	72.603	19.977	23.295	29.331	72.153	160.935089	175.847993	180.818961	198.217349	72.603	FP2
2018	7	983.0	SAI	carlos-sainz-jr	74.433	20.674	23.82	29.885	73.331	161.55646000000002	177.090735	182.061703	199.460091	74.379	FP2
2018	7	983.0	SIR	sergey-sirotkin	74.782	20.799	23.957	30.026	73.818	159.070976	173.98388	178.954848	195.731865	74.782	FP2
2018	7	983.0	STR	lance-stroll	74.703	20.61	24.0	30.033	73.968	158.449605	174.605251	178.333477	196.353236	74.643	FP2
2018	7	983.0	VAN	stoffel-vandoorne	74.167	20.405	23.829	29.768	73.034	157.828234	172.741138	179.576219	195.731865	74.002	FP2
2018	7	983.0	VER	max-verstappen	72.198	19.922	23.269	29.007	71.599	160.313718	174.605251	180.19759	203.188317	72.198	FP2
2018	7	983.0	VET	sebastian-vettel	72.985	20.127	23.368	29.423	71.648	162.177831	178.333477	182.683074	208.780656	72.918	FP2
2018	8	984.0	ALO	fernando-alonso	94.4	23.536	28.646	42.218	94.4	75.185891	172.119767	181.440332	196.974607	94.4	FP2
2018	8	984.0	BOT	valtteri-bottas	94.156	23.496	28.547	41.758	92.371	68.35081	172.741138	186.4113	199.460091	93.801	FP2
2018	8	984.0	ERI	marcus-ericsson	94.592	23.766	28.726	41.816	94.592		175.226622	180.818961	201.324204	94.308	FP1
2018	8	984.0	GAS	pierre-gasly	94.535	23.484	28.849	42.192	93.685	70.836294	169.012912	185.168558	198.83872	94.525	FP2
2018	8	984.0	GRO	romain-grosjean	93.699	23.452	28.454	41.793	93.318	72.700407	172.741138	182.683074	197.595978	93.699	FP2
2018	8	984.0	HAM	lewis-hamilton	92.539	23.278	28.134	41.078	92.231	71.457665	173.98388	188.27541300000001	197.595978	92.49	FP2
2018	8	984.0	HAR	brendon-hartley	95.697	23.886	29.02	42.704	94.664	69.593552	167.77017	183.30444500000002	196.353236	95.61	FP2
2018	8	984.0	HUL	nico-hulkenberg	95.067	23.676	28.677	42.624	94.993	69.593552	173.362509	182.683074	198.83872	94.977	FP2
2018	8	984.0	LEC	charles-leclerc	95.583	24.029	28.933	42.544	94.513	65.865326	173.362509	183.925816	196.974607	95.506	FP2
2018	8	984.0	MAG	kevin-magnussen	94.457	23.648	28.688	42.121	94.108	67.108068	171.498396	179.576219	196.974607	94.457	FP2
2018	8	984.0	OCO	esteban-ocon	95.705	24.054	28.852	42.604	94.484	70.836294	175.226622	186.4113	200.702833	95.51	FP2
2018	8	984.0	PER	sergio-perez	96.08	23.739	29.134	42.851	93.719	72.079036	171.498396	186.4113	200.702833	95.724	FP2
2018	8	984.0	RAI	kimi-raikkonen	93.426	23.38	28.561	41.466	93.003	69.593552	173.98388	185.789929	198.217349	93.407	FP2
2018	8	984.0	RIC	daniel-ricciardo	93.243	23.279	28.277	41.687	92.527	73.943149	172.741138	181.440332	198.217349	93.243	FP2
2018	8	984.0	SAI	carlos-sainz-jr	95.086	23.724	28.685	42.677	94.258	72.079036	173.362509	181.440332	198.217349	95.086	FP2
2018	8	984.0	SIR	sergey-sirotkin	95.97	24.091	29.18	42.699	95.105	68.35081	172.741138	185.168558	199.460091	95.97	FP2
2018	8	984.0	STR	lance-stroll	95.936	24.104	29.024	42.808	94.881	68.35081	172.741138	187.654042	201.945575	95.936	FP2
2018	8	984.0	VAN	stoffel-vandoorne	95.172	23.91	28.855	42.336	95.021	67.729439	172.119767	181.440332	195.731865	95.101	FP2
2018	8	984.0	VER	max-verstappen	93.271	23.288	28.359	41.624	93.271	73.943149	173.362509	183.30444500000002	198.83872	93.271	FP2
2018	8	984.0	VET	sebastian-vettel	93.689	23.56	28.281	41.848	93.172	71.457665	175.226622	189.518155	198.217349	93.689	FP2
2018	9	985.0	ALO	fernando-alonso	66.429	16.699	29.083	20.401	65.448	191.382268	150.993153	172.119767	191.382268	66.183	FP2
2018	9	985.0	BOT	valtteri-bottas	64.755	16.353	28.621	19.635	64.204	196.353236	155.34275	176.469364	196.353236	64.609	FP2
2018	9	985.0	ERI	marcus-ericsson	66.199	16.727	29.067	20.186	65.699	191.382268	151.614524	173.98388	193.246381	65.98	FP2
2018	9	985.0	GAS	pierre-gasly	65.758	16.668	28.849	20.095	65.264	196.353236	152.857266	172.741138	195.110494	65.612	FP2
2018	9	985.0	GRO	romain-grosjean	65.429	16.628	28.77	20.031	64.916	192.62501	152.857266	177.712106	194.489123	65.429	FP2
2018	9	985.0	HAM	lewis-hamilton	64.579	16.4	28.377	19.606	64.099	196.353236	154.721379	177.712106	195.110494	64.383	FP2
2018	9	985.0	HAR	brendon-hartley	66.332	16.77	29.173	20.389	65.705	193.246381	150.371782	173.362509	192.003639	66.332	FP2
2018	9	985.0	HUL	nico-hulkenberg	66.273	16.791	28.907	20.464	65.228	187.654042	152.235895	172.119767	192.003639	66.162	FP2
2018	9	985.0	KUB	robert-kubica	67.424	16.955	29.693	20.748	67.424	193.867752	150.993153	176.469364	191.382268	67.396	FP1
2018	9	985.0	LEC	charles-leclerc	66.096	16.716	29.031	20.211	65.219	192.62501	150.993153	173.98388	192.62501	65.958	FP2
2018	9	985.0	MAG	kevin-magnussen	65.559	16.678	28.689	20.011	65.013	191.382268	150.993153	172.119767	193.867752	65.378	FP2
2018	9	985.0	OCO	esteban-ocon	66.133	16.598	29.109	20.274	65.444	196.353236	151.614524	177.090735	196.974607	65.981	FP2
2018	9	985.0	PER	sergio-perez	66.354	16.641	29.074	20.5	65.502	195.731865	150.993153	175.226622	196.974607	66.215	FP2
2018	9	985.0	RAI	kimi-raikkonen	65.265	16.394	28.535	19.94	64.47	194.489123	150.993153	176.469364	196.353236	64.869	FP2
2018	9	985.0	RIC	daniel-ricciardo	65.031	16.529	28.622	19.787	64.891	194.489123	154.100008	174.605251	191.382268	64.938	FP2
2018	9	985.0	SAI	carlos-sainz-jr	65.999	16.607	29.059	20.287	65.086	192.62501	151.614524	173.98388	195.110494	65.953	FP2
2018	9	985.0	SIR	sergey-sirotkin	66.326	16.775	29.234	20.239	66.318	193.867752	150.993153	174.605251	197.595978	66.248	FP2
2018	9	985.0	STR	lance-stroll	66.626	16.816	29.221	20.368	66.029	193.867752	150.993153	173.98388	195.731865	66.405	FP2
2018	9	985.0	VAN	stoffel-vandoorne	65.93	16.695	29.026	20.106	65.837	192.003639	152.235895	175.226622	193.246381	65.827	FP2
2018	9	985.0	VER	max-verstappen	65.125	16.504	28.593	19.838	64.791	192.62501	153.478637	175.847993	195.731865	64.935	FP2
2018	9	985.0	VET	sebastian-vettel	64.815	16.446	28.406	19.838	64.07	193.246381	154.100008	176.469364	196.353236	64.69	FP2
2018	10	986.0	ALO	fernando-alonso	89.306	28.479	36.346	24.392	89.07	187.654042	160.313718	154.100008	192.003639	89.217	FP2
2018	10	986.0	BOT	valtteri-bottas	87.909	28.197	35.585	24.127	87.364	193.867752	162.799202	152.857266	198.83872	87.909	FP2
2018	10	986.0	ERI	marcus-ericsson	90.046	28.64	36.508	24.864	88.814	188.27541300000001	161.55646000000002	154.100008	192.003639	90.012	FP2
2018	10	986.0	GAS	pierre-gasly	89.831	28.611	36.554	24.666	89.831	188.896784	159.070976	154.100008	195.731865	89.831	FP2
2018	10	986.0	GRO	romain-grosjean	89.352	28.676	36.246	24.43	88.554	187.654042	160.313718	154.100008	195.731865	89.352	FP1
2018	10	986.0	HAM	lewis-hamilton	87.739	27.966	35.565	24.208	86.722	193.867752	163.420573	155.964121	199.460091	87.739	FP2
2018	10	986.0	HAR	brendon-hartley	90.404	28.893	36.683	24.721	90.404	188.896784	159.692347	153.478637	193.867752	90.297	FP2
2018	10	986.0	HUL	nico-hulkenberg	89.354	28.344	36.548	24.426	89.094	191.382268	160.935089	154.721379	195.731865	89.318	FP2
2018	10	986.0	LEC	charles-leclerc	89.557	28.446	36.357	24.593	88.146	188.27541300000001	159.692347	154.721379	195.110494	89.396	FP2
2018	10	986.0	MAG	kevin-magnussen	89.617	28.437	36.315	24.548	88.418	190.139526	161.55646000000002	155.34275	196.974607	89.3	FP2
2018	10	986.0	OCO	esteban-ocon	89.467	28.343	36.44	24.606	88.917	193.246381	161.55646000000002	153.478637	199.460091	89.389	FP2
2018	10	986.0	PER	sergio-perez	89.522	28.354	36.546	24.622	89.066	193.246381	160.935089	153.478637	196.974607	89.522	FP2
2018	10	986.0	RAI	kimi-raikkonen	88.045	28.12	35.666	24.08	86.815	190.139526	164.663315	157.828234	196.353236	87.866	FP2
2018	10	986.0	RIC	daniel-ricciardo	88.408	28.296	35.797	24.25	88.018	190.760897	164.041944	155.964121	196.353236	88.343	FP2
2018	10	986.0	SAI	carlos-sainz-jr	89.563	28.41	36.484	24.669	89.133	189.518155	160.313718	154.100008	196.353236	89.563	FP2
