year	round	driverId	driverIdNorm	first_lap_position
2011	18	liuzzi	liuzzi	17
2011	18	bruno_senna	bruno-senna	18
2011	18	barrichello	barrichello	19
2011	18	trulli	trulli	20
2011	18	maldonado	maldonado	21
2011	18	ambrosio	ambrosio	22
2011	18	ricciardo	ricciardo	23
2011	18	vettel	vettel	24
2011	19	vettel	vettel	1
2011	19	webber	webber	2
2011	19	button	button	3
2011	19	alonso	alonso	4
2011	19	hamilton	hamilton	5
2011	19	massa	massa	6
2011	19	rosberg	rosberg	7
2011	19	sutil	sutil	8
2011	19	bruno_senna	bruno-senna	9
2011	19	resta	resta	10
2011	19	michael_schumacher	michael-schumacher	11
2011	19	petrov	petrov	12
2011	19	buemi	buemi	13
2011	19	kobayashi	kobayashi	14
2011	19	kovalainen	kovalainen	15
2011	19	perez	perez	16
2011	19	alguersuari	alguersuari	17
2011	19	trulli	trulli	18
2011	19	barrichello	barrichello	19
2011	19	maldonado	maldonado	20
2011	19	ambrosio	ambrosio	21
2011	19	liuzzi	liuzzi	22
2011	19	glock	glock	23
2011	19	ricciardo	ricciardo	24
2012	1	button	button	1
2012	1	hamilton	hamilton	2
2012	1	michael_schumacher	michael-schumacher	3
2012	1	rosberg	rosberg	4
2012	1	vettel	vettel	5
2012	1	grosjean	grosjean	6
2012	1	maldonado	maldonado	7
2012	1	alonso	alonso	8
2012	1	webber	webber	9
2012	1	massa	massa	10
2012	1	kobayashi	kobayashi	11
2012	1	perez	perez	12
2012	1	raikkonen	raikkonen	13
2012	1	glock	glock	14
2012	1	resta	resta	15
2012	1	vergne	vergne	16
2012	1	kovalainen	kovalainen	17
2012	1	pic	pic	18
2012	1	petrov	petrov	19
2012	1	bruno_senna	bruno-senna	20
2012	1	ricciardo	ricciardo	21
2012	2	hamilton	hamilton	1
2012	2	button	button	2
2012	2	webber	webber	3
2012	2	vettel	vettel	4
2012	2	alonso	alonso	5
2012	2	rosberg	rosberg	6
2012	2	maldonado	maldonado	7
2012	2	raikkonen	raikkonen	8
2012	2	kobayashi	kobayashi	9
2012	2	massa	massa	10
2012	2	perez	perez	11
2012	2	resta	resta	12
2012	2	hulkenberg	hulkenberg	13
2012	2	vergne	vergne	14
2012	2	kovalainen	kovalainen	15
2012	2	michael_schumacher	michael-schumacher	16
2012	2	ricciardo	ricciardo	17
2012	2	petrov	petrov	18
2012	2	glock	glock	19
2012	2	pic	pic	20
2012	2	grosjean	grosjean	21
2012	2	karthikeyan	karthikeyan	22
2012	2	rosa	rosa	23
2012	2	bruno_senna	bruno-senna	24
2012	3	rosberg	rosberg	1
2012	3	michael_schumacher	michael-schumacher	2
2012	3	button	button	3
2012	3	raikkonen	raikkonen	4
2012	3	hamilton	hamilton	5
2012	3	perez	perez	6
2012	3	kobayashi	kobayashi	7
2012	3	alonso	alonso	8
2012	3	webber	webber	9
2012	3	massa	massa	10
2012	3	grosjean	grosjean	11
2012	3	bruno_senna	bruno-senna	12
2012	3	resta	resta	13
2012	3	vettel	vettel	14
2012	3	maldonado	maldonado	15
2012	3	kovalainen	kovalainen	16
2012	3	hulkenberg	hulkenberg	17
2012	3	glock	glock	18
2012	3	ricciardo	ricciardo	19
2012	3	petrov	petrov	20
2012	3	pic	pic	21
2012	3	rosa	rosa	22
2012	3	karthikeyan	karthikeyan	23
2012	3	vergne	vergne	24
2012	4	vettel	vettel	1
2012	4	hamilton	hamilton	2
2012	4	webber	webber	3
2012	4	grosjean	grosjean	4
2012	4	alonso	alonso	5
2012	4	button	button	6
2012	4	raikkonen	raikkonen	7
2012	4	massa	massa	8
2012	4	rosberg	rosberg	9
2012	4	perez	perez	10
2012	4	bruno_senna	bruno-senna	11
2012	4	resta	resta	12
2012	4	kobayashi	kobayashi	13
2012	4	vergne	vergne	14
2012	4	maldonado	maldonado	15
2012	4	ricciardo	ricciardo	16
2012	4	petrov	petrov	17
2012	4	michael_schumacher	michael-schumacher	18
2012	4	hulkenberg	hulkenberg	19
2012	4	pic	pic	20
2012	4	glock	glock	21
2012	4	rosa	rosa	22
2012	4	karthikeyan	karthikeyan	23
2012	4	kovalainen	kovalainen	24
2012	5	alonso	alonso	1
2012	5	maldonado	maldonado	2
2012	5	raikkonen	raikkonen	3
2012	5	rosberg	rosberg	4
2012	5	grosjean	grosjean	5
2012	5	michael_schumacher	michael-schumacher	6
2012	5	vettel	vettel	7
2012	5	button	button	8
2012	5	kobayashi	kobayashi	9
2012	5	vergne	vergne	10
2012	5	massa	massa	11
2012	5	webber	webber	12
2012	5	resta	resta	13
2012	5	hulkenberg	hulkenberg	14
2012	5	ricciardo	ricciardo	15
2012	5	kovalainen	kovalainen	16
2012	5	bruno_senna	bruno-senna	17
2012	5	petrov	petrov	18
2012	5	glock	glock	19
2012	5	hamilton	hamilton	20
2012	5	pic	pic	21
2012	5	rosa	rosa	22
2012	5	karthikeyan	karthikeyan	23
2012	5	perez	perez	24
2012	6	webber	webber	1
2012	6	rosberg	rosberg	2
2012	6	hamilton	hamilton	3
2012	6	alonso	alonso	4
2012	6	massa	massa	5
2012	6	vettel	vettel	6
2012	6	raikkonen	raikkonen	7
2012	6	michael_schumacher	michael-schumacher	8
2012	6	hulkenberg	hulkenberg	9
2012	6	bruno_senna	bruno-senna	10
2012	6	resta	resta	11
2012	6	ricciardo	ricciardo	12
2012	6	kovalainen	kovalainen	13
2012	6	button	button	14
2012	6	glock	glock	15
2012	6	pic	pic	16
2012	6	vergne	vergne	17
2012	6	perez	perez	18
2012	6	petrov	petrov	19
2012	6	karthikeyan	karthikeyan	20
2012	6	kobayashi	kobayashi	21
2012	7	vettel	vettel	1
2012	7	hamilton	hamilton	2
2012	7	alonso	alonso	3
2012	7	webber	webber	4
2012	7	rosberg	rosberg	5
2012	7	massa	massa	6
2012	7	resta	resta	7
2012	7	grosjean	grosjean	8
2012	7	michael_schumacher	michael-schumacher	9
2012	7	button	button	10
2012	7	raikkonen	raikkonen	11
2012	7	kobayashi	kobayashi	12
2012	7	perez	perez	13
2012	7	hulkenberg	hulkenberg	14
2012	7	bruno_senna	bruno-senna	15
2012	7	kovalainen	kovalainen	16
2012	7	vergne	vergne	17
2012	7	ricciardo	ricciardo	18
2012	7	maldonado	maldonado	19
2012	7	rosa	rosa	20
2012	7	petrov	petrov	21
2012	7	glock	glock	22
2012	7	pic	pic	23
2012	7	karthikeyan	karthikeyan	24
2012	8	vettel	vettel	1
2012	8	hamilton	hamilton	2
2012	8	grosjean	grosjean	3
2012	8	kobayashi	kobayashi	4
2012	8	maldonado	maldonado	5
2012	8	raikkonen	raikkonen	6
2012	8	hulkenberg	hulkenberg	7
2012	8	alonso	alonso	8
2012	8	resta	resta	9
2012	8	massa	massa	10
2012	8	rosberg	rosberg	11
2012	8	michael_schumacher	michael-schumacher	12
2012	8	button	button	13
2012	8	bruno_senna	bruno-senna	14
2012	8	perez	perez	15
2012	8	ricciardo	ricciardo	16
2012	8	webber	webber	17
2012	8	kovalainen	kovalainen	18
2012	8	petrov	petrov	19
2012	8	vergne	vergne	20
2012	8	rosa	rosa	21
2012	8	karthikeyan	karthikeyan	22
2012	8	pic	pic	23
2012	9	alonso	alonso	1
2012	9	webber	webber	2
2012	9	michael_schumacher	michael-schumacher	3
2012	9	massa	massa	4
2012	9	vettel	vettel	5
2012	9	maldonado	maldonado	6
2012	9	raikkonen	raikkonen	7
2012	9	hamilton	hamilton	8
2012	9	bruno_senna	bruno-senna	9
2012	9	perez	perez	10
2012	9	hulkenberg	hulkenberg	11
2012	9	grosjean	grosjean	12
2012	9	button	button	13
2012	9	kobayashi	kobayashi	14
2012	9	rosberg	rosberg	15
2012	9	vergne	vergne	16
2012	9	ricciardo	ricciardo	17
2012	9	glock	glock	18
2012	9	rosa	rosa	19
2012	9	karthikeyan	karthikeyan	20
2012	9	kovalainen	kovalainen	21
2012	9	pic	pic	22
2012	9	resta	resta	23
2012	10	alonso	alonso	1
2012	10	vettel	vettel	2
2012	10	michael_schumacher	michael-schumacher	3
2012	10	hulkenberg	hulkenberg	4
2012	10	button	button	5
2012	10	maldonado	maldonado	6
2012	10	webber	webber	7
2012	10	hamilton	hamilton	8
2012	10	raikkonen	raikkonen	9
2012	10	resta	resta	10
2012	10	ricciardo	ricciardo	11
2012	10	kobayashi	kobayashi	12
2012	10	vergne	vergne	13
2012	10	perez	perez	14
2012	10	petrov	petrov	15
2012	10	rosberg	rosberg	16
2012	10	kovalainen	kovalainen	17
2012	10	pic	pic	18
2012	10	glock	glock	19
2012	10	rosa	rosa	20
2012	10	karthikeyan	karthikeyan	21
2012	10	massa	massa	22
2012	10	bruno_senna	bruno-senna	23
2012	10	grosjean	grosjean	24
2012	11	hamilton	hamilton	1
2012	11	grosjean	grosjean	2
2012	11	button	button	3
2012	11	vettel	vettel	4
2012	11	alonso	alonso	5
2012	11	raikkonen	raikkonen	6
2012	11	webber	webber	7
2012	11	bruno_senna	bruno-senna	8
2012	11	massa	massa	9
2012	11	hulkenberg	hulkenberg	10
2012	11	rosberg	rosberg	11
2012	11	maldonado	maldonado	12
2012	11	perez	perez	13
2012	11	resta	resta	14
2012	11	ricciardo	ricciardo	15
2012	11	kovalainen	kovalainen	16
2012	11	vergne	vergne	17
2012	11	petrov	petrov	18
2012	11	kobayashi	kobayashi	19
2012	11	pic	pic	20
2012	11	glock	glock	21
2012	11	rosa	rosa	22
2012	11	karthikeyan	karthikeyan	23
2012	11	michael_schumacher	michael-schumacher	24
2012	12	button	button	1
2012	12	raikkonen	raikkonen	2
2012	12	hulkenberg	hulkenberg	3
2012	12	resta	resta	4
2012	12	michael_schumacher	michael-schumacher	5
2012	12	ricciardo	ricciardo	6
2012	12	vergne	vergne	7
2012	12	webber	webber	8
2012	12	bruno_senna	bruno-senna	9
2012	12	kovalainen	kovalainen	10
2012	12	massa	massa	11
2012	12	vettel	vettel	12
2012	12	rosberg	rosberg	13
2012	12	karthikeyan	karthikeyan	14
2012	12	petrov	petrov	15
2012	12	glock	glock	16
2012	12	rosa	rosa	17
2012	12	pic	pic	18
2012	12	kobayashi	kobayashi	19
2012	12	maldonado	maldonado	20
2012	13	hamilton	hamilton	1
2012	13	massa	massa	2
2012	13	button	button	3
2012	13	michael_schumacher	michael-schumacher	4
2012	13	vettel	vettel	5
2012	13	raikkonen	raikkonen	6
2012	13	alonso	alonso	7
2012	13	kobayashi	kobayashi	8
2012	13	resta	resta	9
2012	13	bruno_senna	bruno-senna	10
2012	13	rosberg	rosberg	11
2012	13	perez	perez	12
2012	13	ricciardo	ricciardo	13
2012	13	webber	webber	14
2012	13	ambrosio	ambrosio	15
2012	13	kovalainen	kovalainen	16
2012	13	vergne	vergne	17
2012	13	hulkenberg	hulkenberg	18
2012	13	maldonado	maldonado	19
2012	13	petrov	petrov	20
2012	13	glock	glock	21
2012	13	pic	pic	22
2012	13	karthikeyan	karthikeyan	23
2012	13	rosa	rosa	24
2012	14	hamilton	hamilton	1
2012	14	vettel	vettel	2
2012	14	button	button	3
2012	14	maldonado	maldonado	4
2012	14	alonso	alonso	5
2012	14	resta	resta	6
2012	14	webber	webber	7
2012	14	grosjean	grosjean	8
2012	14	rosberg	rosberg	9
2012	14	michael_schumacher	michael-schumacher	10
2012	14	raikkonen	raikkonen	11
2012	14	hulkenberg	hulkenberg	12
2012	14	perez	perez	13
2012	14	ricciardo	ricciardo	14
2012	14	vergne	vergne	15
2012	14	kovalainen	kovalainen	16
2012	14	glock	glock	17
2012	14	bruno_senna	bruno-senna	18
2012	14	kobayashi	kobayashi	19
2012	14	pic	pic	20
2012	14	rosa	rosa	21
2012	14	karthikeyan	karthikeyan	22
2012	14	petrov	petrov	23
2012	14	massa	massa	24
2012	15	vettel	vettel	1
2012	15	kobayashi	kobayashi	2
2012	15	button	button	3
2012	15	massa	massa	4
2012	15	raikkonen	raikkonen	5
2012	15	perez	perez	6
2012	15	hamilton	hamilton	7
2012	15	hulkenberg	hulkenberg	8
2012	15	maldonado	maldonado	9
2012	15	ricciardo	ricciardo	10
2012	15	glock	glock	11
2012	15	grosjean	grosjean	12
2012	15	kovalainen	kovalainen	13
2012	15	vergne	vergne	14
2012	15	resta	resta	15
2012	15	michael_schumacher	michael-schumacher	16
2012	15	rosa	rosa	17
2012	15	pic	pic	18
2012	15	petrov	petrov	19
2012	15	karthikeyan	karthikeyan	20
2012	15	bruno_senna	bruno-senna	21
2012	15	webber	webber	22
2012	16	vettel	vettel	1
2012	16	webber	webber	2
2012	16	alonso	alonso	3
2012	16	hamilton	hamilton	4
2012	16	massa	massa	5
2012	16	raikkonen	raikkonen	6
2012	16	hulkenberg	hulkenberg	7
2012	16	grosjean	grosjean	8
2012	16	perez	perez	9
2012	16	michael_schumacher	michael-schumacher	10
2012	16	resta	resta	11
2012	16	bruno_senna	bruno-senna	12
2012	16	maldonado	maldonado	13
2012	16	rosberg	rosberg	14
2012	16	vergne	vergne	15
2012	16	kovalainen	kovalainen	16
2012	16	petrov	petrov	17
2012	16	ricciardo	ricciardo	18
2012	16	glock	glock	19
2012	16	karthikeyan	karthikeyan	20
2012	16	rosa	rosa	21
2012	16	pic	pic	22
2012	16	kobayashi	kobayashi	23
2012	17	vettel	vettel	1
2012	17	webber	webber	2
2012	17	button	button	3
2012	17	alonso	alonso	4
2012	17	hamilton	hamilton	5
2012	17	massa	massa	6
2012	17	raikkonen	raikkonen	7
2012	17	perez	perez	8
2012	17	hulkenberg	hulkenberg	9
2012	17	rosberg	rosberg	10
2012	17	maldonado	maldonado	11
2012	17	grosjean	grosjean	12
2012	17	bruno_senna	bruno-senna	13
2012	17	resta	resta	14
2012	17	ricciardo	ricciardo	15
2012	17	kobayashi	kobayashi	16
2012	17	rosa	rosa	17
2012	17	kovalainen	kovalainen	18
2012	17	pic	pic	19
2012	17	petrov	petrov	20
2012	17	glock	glock	21
2012	17	karthikeyan	karthikeyan	22
2012	17	vergne	vergne	23
2012	17	michael_schumacher	michael-schumacher	24
2012	18	hamilton	hamilton	1
2012	18	raikkonen	raikkonen	2
2012	18	maldonado	maldonado	3
2012	18	alonso	alonso	4
2012	18	webber	webber	5
2012	18	button	button	6
2012	18	massa	massa	7
2012	18	kobayashi	kobayashi	8
2012	18	perez	perez	9
2012	18	michael_schumacher	michael-schumacher	10
2012	18	ricciardo	ricciardo	11
2012	18	rosberg	rosberg	12
2012	18	vergne	vergne	13
2012	18	glock	glock	14
2012	18	kovalainen	kovalainen	15
2012	18	petrov	petrov	16
2012	18	pic	pic	17
2012	18	karthikeyan	karthikeyan	18
2012	18	bruno_senna	bruno-senna	19
2012	18	vettel	vettel	20
2012	18	rosa	rosa	21
2012	18	grosjean	grosjean	22
2012	18	resta	resta	23
2012	19	vettel	vettel	1
2012	19	webber	webber	2
2012	19	hamilton	hamilton	3
2012	19	alonso	alonso	4
2012	19	michael_schumacher	michael-schumacher	5
2012	19	hulkenberg	hulkenberg	6
2012	19	raikkonen	raikkonen	7
2012	19	grosjean	grosjean	8
2012	19	resta	resta	9
2012	19	massa	massa	10
2012	19	perez	perez	11
2012	19	bruno_senna	bruno-senna	12
2012	19	maldonado	maldonado	13
2012	19	rosberg	rosberg	14
2012	19	button	button	15
2012	19	vergne	vergne	16
2012	19	kobayashi	kobayashi	17
2012	19	petrov	petrov	18
2012	19	glock	glock	19
2012	19	ricciardo	ricciardo	20
2012	19	kovalainen	kovalainen	21
2012	19	pic	pic	22
2012	19	rosa	rosa	23
2012	19	karthikeyan	karthikeyan	24
2012	20	hamilton	hamilton	1
2012	20	button	button	2
2012	20	massa	massa	3
2012	20	webber	webber	4
2012	20	alonso	alonso	5
2012	20	hulkenberg	hulkenberg	6
2012	20	resta	resta	7
2012	20	raikkonen	raikkonen	8
2012	20	maldonado	maldonado	9
2012	20	kobayashi	kobayashi	10
2012	20	rosberg	rosberg	11
2012	20	ricciardo	ricciardo	12
2012	20	michael_schumacher	michael-schumacher	13
2012	20	petrov	petrov	14
2012	20	kovalainen	kovalainen	15
2012	20	grosjean	grosjean	16
2012	20	glock	glock	17
2012	20	vergne	vergne	18
2012	20	rosa	rosa	19
2012	20	pic	pic	20
2012	20	karthikeyan	karthikeyan	21
2012	20	vettel	vettel	22
2013	1	vettel	vettel	1
2013	1	massa	massa	2
2013	1	alonso	alonso	3
2013	1	hamilton	hamilton	4
2013	1	raikkonen	raikkonen	5
2013	1	rosberg	rosberg	6
2013	1	webber	webber	7
2013	1	resta	resta	8
2013	1	button	button	9
2013	1	sutil	sutil	10
2013	1	grosjean	grosjean	11
2013	1	perez	perez	12
2013	1	bottas	bottas	13
2013	1	vergne	vergne	14
2013	1	maldonado	maldonado	15
2013	1	gutierrez	gutierrez	16
2013	1	jules_bianchi	jules-bianchi	17
2013	1	chilton	chilton	18
2013	1	garde	garde	19
2013	1	ricciardo	ricciardo	20
2013	1	pic	pic	21
2013	2	vettel	vettel	1
2013	2	alonso	alonso	2
2013	2	webber	webber	3
2013	2	hamilton	hamilton	4
2013	2	button	button	5
2013	2	massa	massa	6
2013	2	rosberg	rosberg	7
2013	2	perez	perez	8
2013	2	sutil	sutil	9
2013	2	hulkenberg	hulkenberg	10
2013	2	ricciardo	ricciardo	11
2013	2	raikkonen	raikkonen	12
2013	2	grosjean	grosjean	13
2013	2	resta	resta	14
2013	2	maldonado	maldonado	15
2013	2	gutierrez	gutierrez	16
2013	2	pic	pic	17
2013	2	vergne	vergne	18
2013	2	garde	garde	19
2013	2	jules_bianchi	jules-bianchi	20
2013	2	chilton	chilton	21
2013	2	bottas	bottas	22
2013	3	hamilton	hamilton	1
2013	3	alonso	alonso	2
2013	3	massa	massa	3
2013	3	raikkonen	raikkonen	4
2013	3	rosberg	rosberg	5
2013	3	grosjean	grosjean	6
2013	3	ricciardo	ricciardo	7
2013	3	button	button	8
2013	3	vettel	vettel	9
2013	3	hulkenberg	hulkenberg	10
2013	3	sutil	sutil	11
2013	3	gutierrez	gutierrez	12
2013	3	perez	perez	13
2013	3	resta	resta	14
2013	3	maldonado	maldonado	15
2013	3	bottas	bottas	16
2013	3	jules_bianchi	jules-bianchi	17
2013	3	garde	garde	18
2013	3	chilton	chilton	19
2013	3	vergne	vergne	20
2013	3	pic	pic	21
2013	3	webber	webber	22
2013	4	rosberg	rosberg	1
2013	4	vettel	vettel	2
2013	4	alonso	alonso	3
2013	4	resta	resta	4
2013	4	massa	massa	5
2013	4	webber	webber	6
2013	4	raikkonen	raikkonen	7
2013	4	button	button	8
2013	4	perez	perez	9
2013	4	hamilton	hamilton	10
2013	4	grosjean	grosjean	11
2013	4	hulkenberg	hulkenberg	12
2013	4	ricciardo	ricciardo	13
2013	4	maldonado	maldonado	14
2013	4	bottas	bottas	15
2013	4	vergne	vergne	16
2013	4	jules_bianchi	jules-bianchi	17
2013	4	garde	garde	18
2013	4	pic	pic	19
2013	4	chilton	chilton	20
2013	4	gutierrez	gutierrez	21
2013	4	sutil	sutil	22
2013	5	rosberg	rosberg	1
2013	5	vettel	vettel	2
2013	5	alonso	alonso	3
2013	5	hamilton	hamilton	4
2013	5	raikkonen	raikkonen	5
2013	5	perez	perez	6
2013	5	massa	massa	7
2013	5	sutil	sutil	8
2013	5	grosjean	grosjean	9
2013	5	resta	resta	10
2013	5	webber	webber	11
2013	5	vergne	vergne	12
2013	5	hulkenberg	hulkenberg	13
2013	5	ricciardo	ricciardo	14
2013	5	maldonado	maldonado	15
2013	5	gutierrez	gutierrez	16
2013	5	button	button	17
2013	5	bottas	bottas	18
2013	5	garde	garde	19
2013	5	chilton	chilton	20
2013	5	jules_bianchi	jules-bianchi	21
2013	5	pic	pic	22
2013	6	rosberg	rosberg	1
2013	6	hamilton	hamilton	2
2013	6	vettel	vettel	3
2013	6	webber	webber	4
2013	6	raikkonen	raikkonen	5
2013	6	alonso	alonso	6
2013	6	perez	perez	7
2013	6	button	button	8
2013	6	sutil	sutil	9
2013	6	vergne	vergne	10
2013	6	hulkenberg	hulkenberg	11
2013	6	bottas	bottas	12
2013	6	ricciardo	ricciardo	13
2013	6	grosjean	grosjean	14
2013	6	resta	resta	15
2013	6	pic	pic	16
2013	6	gutierrez	gutierrez	17
2013	6	massa	massa	18
2013	6	chilton	chilton	19
2013	6	jules_bianchi	jules-bianchi	20
2013	6	maldonado	maldonado	21
2013	6	garde	garde	22
2013	7	vettel	vettel	1
2013	7	hamilton	hamilton	2
2013	7	rosberg	rosberg	3
2013	7	webber	webber	4
2013	7	alonso	alonso	5
2013	7	bottas	bottas	6
2013	7	vergne	vergne	7
2013	7	sutil	sutil	8
2013	7	ricciardo	ricciardo	9
2013	7	raikkonen	raikkonen	10
2013	7	hulkenberg	hulkenberg	11
2013	7	perez	perez	12
2013	7	maldonado	maldonado	13
2013	7	massa	massa	14
2013	7	button	button	15
2013	7	resta	resta	16
2013	7	garde	garde	17
2013	7	gutierrez	gutierrez	18
2013	7	pic	pic	19
2013	7	grosjean	grosjean	20
2013	7	jules_bianchi	jules-bianchi	21
2013	7	chilton	chilton	22
2013	8	hamilton	hamilton	1
2013	8	vettel	vettel	2
2013	8	rosberg	rosberg	3
2013	8	sutil	sutil	4
2013	8	massa	massa	5
2013	8	raikkonen	raikkonen	6
2013	8	ricciardo	ricciardo	7
2013	8	grosjean	grosjean	8
2013	8	alonso	alonso	9
2013	8	button	button	10
2013	8	perez	perez	11
2013	8	hulkenberg	hulkenberg	12
2013	8	gutierrez	gutierrez	13
2013	8	webber	webber	14
2013	8	maldonado	maldonado	15
2013	8	vergne	vergne	16
2013	8	bottas	bottas	17
2013	8	resta	resta	18
2013	8	pic	pic	19
2013	8	chilton	chilton	20
2013	8	jules_bianchi	jules-bianchi	21
2013	8	garde	garde	22
2013	9	vettel	vettel	1
2013	9	webber	webber	2
2013	9	hamilton	hamilton	3
2013	9	raikkonen	raikkonen	4
2013	9	grosjean	grosjean	5
2013	9	massa	massa	6
2013	9	ricciardo	ricciardo	7
2013	9	alonso	alonso	8
2013	9	button	button	9
2013	9	perez	perez	10
2013	9	hulkenberg	hulkenberg	11
2013	9	rosberg	rosberg	12
2013	9	sutil	sutil	13
2013	9	resta	resta	14
2013	9	maldonado	maldonado	15
2013	9	gutierrez	gutierrez	16
2013	9	garde	garde	17
2013	9	vergne	vergne	18
2013	9	bottas	bottas	19
2013	9	jules_bianchi	jules-bianchi	20
2013	9	pic	pic	21
2013	9	chilton	chilton	22
2013	10	hamilton	hamilton	1
2013	10	vettel	vettel	2
2013	10	grosjean	grosjean	3
2013	10	alonso	alonso	4
2013	10	massa	massa	5
2013	10	raikkonen	raikkonen	6
2013	10	webber	webber	7
2013	10	button	button	8
2013	10	ricciardo	ricciardo	9
2013	10	perez	perez	10
2013	10	maldonado	maldonado	11
2013	10	rosberg	rosberg	12
2013	10	resta	resta	13
2013	10	sutil	sutil	14
2013	10	hulkenberg	hulkenberg	15
2013	10	vergne	vergne	16
2013	10	gutierrez	gutierrez	17
2013	10	garde	garde	18
2013	10	bottas	bottas	19
2013	10	pic	pic	20
2013	10	jules_bianchi	jules-bianchi	21
2013	10	chilton	chilton	22
2013	11	vettel	vettel	1
2013	11	hamilton	hamilton	2
2013	11	rosberg	rosberg	3
2013	11	button	button	4
2013	11	alonso	alonso	5
2013	11	webber	webber	6
2013	11	resta	resta	7
2013	11	hulkenberg	hulkenberg	8
2013	11	grosjean	grosjean	9
2013	11	raikkonen	raikkonen	10
2013	11	perez	perez	11
2013	11	massa	massa	12
2013	11	sutil	sutil	13
2013	11	garde	garde	14
2013	11	maldonado	maldonado	15
2013	11	vergne	vergne	16
2013	11	ricciardo	ricciardo	17
2013	11	gutierrez	gutierrez	18
2013	11	bottas	bottas	19
2013	11	jules_bianchi	jules-bianchi	20
2013	11	chilton	chilton	21
2013	11	pic	pic	22
2013	12	vettel	vettel	1
2013	12	massa	massa	2
2013	12	webber	webber	3
2013	12	alonso	alonso	4
2013	12	hulkenberg	hulkenberg	5
2013	12	rosberg	rosberg	6
2013	12	ricciardo	ricciardo	7
2013	12	perez	perez	8
2013	12	vergne	vergne	9
2013	12	hamilton	hamilton	10
2013	12	button	button	11
2013	12	sutil	sutil	12
2013	12	grosjean	grosjean	13
2013	12	maldonado	maldonado	14
2013	12	gutierrez	gutierrez	15
2013	12	bottas	bottas	16
2013	12	pic	pic	17
2013	12	garde	garde	18
2013	12	jules_bianchi	jules-bianchi	19
2013	12	chilton	chilton	20
2013	12	raikkonen	raikkonen	21
2013	13	vettel	vettel	1
2013	13	rosberg	rosberg	2
2013	13	alonso	alonso	3
2013	13	webber	webber	4
2013	13	grosjean	grosjean	5
2013	13	hamilton	hamilton	6
2013	13	massa	massa	7
2013	13	button	button	8
2013	13	hulkenberg	hulkenberg	9
2013	13	perez	perez	10
2013	13	gutierrez	gutierrez	11
2013	13	resta	resta	12
2013	13	raikkonen	raikkonen	13
2013	13	ricciardo	ricciardo	14
2013	13	vergne	vergne	15
2013	13	maldonado	maldonado	16
2013	13	sutil	sutil	17
2013	13	garde	garde	18
2013	13	bottas	bottas	19
2013	13	jules_bianchi	jules-bianchi	20
2013	13	pic	pic	21
2013	13	chilton	chilton	22
2013	14	vettel	vettel	1
2013	14	grosjean	grosjean	2
2013	14	hamilton	hamilton	3
2013	14	rosberg	rosberg	4
2013	14	hulkenberg	hulkenberg	5
2013	14	alonso	alonso	6
2013	14	ricciardo	ricciardo	7
2013	14	raikkonen	raikkonen	8
2013	14	maldonado	maldonado	9
2013	14	button	button	10
2013	14	perez	perez	11
2013	14	webber	webber	12
2013	14	resta	resta	13
2013	14	gutierrez	gutierrez	14
2013	14	garde	garde	15
2013	14	vergne	vergne	16
2013	14	bottas	bottas	17
2013	14	sutil	sutil	18
2013	14	pic	pic	19
2013	14	jules_bianchi	jules-bianchi	20
2013	14	massa	massa	21
2013	14	chilton	chilton	22
2013	15	grosjean	grosjean	1
2013	15	webber	webber	2
2013	15	vettel	vettel	3
2013	15	rosberg	rosberg	4
2013	15	massa	massa	5
2013	15	alonso	alonso	6
2013	15	hulkenberg	hulkenberg	7
2013	15	perez	perez	8
2013	15	gutierrez	gutierrez	9
2013	15	button	button	10
2013	15	raikkonen	raikkonen	11
2013	15	resta	resta	12
2013	15	bottas	bottas	13
2013	15	ricciardo	ricciardo	14
2013	15	maldonado	maldonado	15
2013	15	sutil	sutil	16
2013	15	vergne	vergne	17
2013	15	chilton	chilton	18
2013	15	pic	pic	19
2013	15	hamilton	hamilton	20
2013	16	vettel	vettel	1
2013	16	massa	massa	2
2013	16	rosberg	rosberg	3
2013	16	hamilton	hamilton	4
2013	16	hulkenberg	hulkenberg	5
2013	16	raikkonen	raikkonen	6
2013	16	webber	webber	7
2013	16	perez	perez	8
2013	16	ricciardo	ricciardo	9
2013	16	alonso	alonso	10
2013	16	sutil	sutil	11
2013	16	maldonado	maldonado	12
2013	16	button	button	13
2013	16	gutierrez	gutierrez	14
2013	16	resta	resta	15
2013	16	grosjean	grosjean	16
2013	16	bottas	bottas	17
2013	16	jules_bianchi	jules-bianchi	18
2013	16	chilton	chilton	19
2013	16	vergne	vergne	20
2013	16	pic	pic	21
2013	16	garde	garde	22
2013	17	vettel	vettel	1
2013	17	rosberg	rosberg	2
2013	17	webber	webber	3
2013	17	grosjean	grosjean	4
2013	17	hamilton	hamilton	5
2013	17	hulkenberg	hulkenberg	6
2013	17	massa	massa	7
2013	17	alonso	alonso	8
2013	17	perez	perez	9
2013	17	resta	resta	10
2013	17	maldonado	maldonado	11
2013	17	vergne	vergne	12
2013	17	gutierrez	gutierrez	13
2013	17	sutil	sutil	14
2013	17	button	button	15
2013	17	ricciardo	ricciardo	16
2013	17	bottas	bottas	17
2013	17	pic	pic	18
2013	17	garde	garde	19
2013	17	jules_bianchi	jules-bianchi	20
2013	17	chilton	chilton	21
2013	19	vettel	vettel	1
